lead_time,order_volume,weather_index,supplier_reliability,disruption_status
11.8,6252,0.27,0.44,0
21.3,112,0.3,0.79,0
21.9,6038,0.61,0.92,0
11.4,8099,0.44,0.6,0
11.9,7319,0.73,0.19,1
12.6,5428,0.89,0.78,1
7.3,3721,0.67,0.96,0
9.4,3783,0.2,0.58,0
9.0,7972,0.93,0.68,1
10.2,5410,0.26,0.34,1
13.8,752,0.15,0.38,1
15.2,5899,0.09,0.73,0
21.8,8912,0.56,0.93,0
9.0,3890,0.11,0.63,0
18.9,1745,0.14,0.79,0
12.9,4612,0.3,0.17,1
13.8,4859,0.28,0.21,1
17.4,5974,0.6,0.53,1
8.4,3788,0.82,0.18,1
15.9,7789,0.76,0.63,1
14.8,1479,0.26,0.29,0
16.5,4343,0.25,0.79,0
15.4,9680,0.97,0.81,0
26.3,6607,0.01,0.46,0
10.8,7919,0.88,0.18,1
11.3,8693,0.2,0.65,0
10.9,2753,0.95,0.99,0
11.2,5711,0.34,0.62,0
10.8,6227,0.44,0.04,1
19.9,4023,0.71,0.02,1
21.1,8559,0.59,0.32,1
11.1,6012,0.32,0.2,1
9.8,5230,0.55,0.81,0
16.4,5539,0.73,0.84,0
11.2,7980,0.04,0.26,0
17.2,6549,0.01,0.33,0
15.0,1825,0.46,0.24,1
6.4,9404,0.13,0.91,0
21.7,7622,0.66,0.5,1
23.0,4884,0.21,0.66,0
10.9,9572,0.43,0.42,1
12.1,1332,0.2,0.63,0
15.4,8908,0.55,0.39,0
15.7,8438,0.12,0.34,0
17.3,7546,0.02,0.63,0
24.1,4716,0.05,0.59,0
13.1,4825,0.95,0.29,1
10.0,3777,0.14,0.15,1
7.1,6387,0.71,0.37,1
10.3,8580,0.07,0.42,0
13.8,1509,0.11,0.63,0
23.0,8305,0.51,0.91,0
11.4,356,0.46,0.04,1
15.1,1821,0.95,0.24,1
13.9,1523,0.94,0.19,1
19.9,5053,0.78,0.5,1
26.6,3090,0.6,0.43,1
11.3,1295,0.45,0.73,1
11.6,4659,0.36,0.24,1
19.2,4465,0.95,0.59,1
17.4,1344,0.6,0.88,0
23.2,6866,0.58,0.91,0
16.9,5402,0.23,0.96,0
12.2,1406,0.05,0.77,0
17.0,2502,0.95,0.91,0
19.5,596,0.31,0.23,0
18.1,3499,0.44,0.2,1
16.5,1009,0.11,0.01,1
19.3,472,0.84,0.71,0
19.8,6336,0.03,0.94,0
20.9,1444,0.83,0.19,1
17.2,8615,0.14,0.64,0
13.2,2531,0.89,0.75,1
14.7,4770,0.73,0.93,0
20.0,2884,0.16,0.65,0
9.9,9507,0.57,0.97,0
15.8,1795,0.31,0.34,0
12.0,2007,0.18,0.35,1
14.1,4914,0.86,0.54,1
20.4,880,0.4,0.38,1
15.0,1119,0.4,0.0,1
14.2,1503,0.17,0.73,0
7.2,1526,0.38,0.75,0
17.7,8955,0.87,0.75,1
17.2,5968,0.36,0.35,0
24.8,110,0.95,0.52,1
12.5,6430,0.95,0.36,1
15.1,9330,0.14,0.02,1
15.2,2925,0.18,0.56,0
21.9,7564,0.86,0.12,1
13.5,3103,0.39,0.08,1
15.4,9367,0.0,0.76,0
17.0,7295,0.27,0.01,1
14.9,6820,0.6,0.96,0
11.8,3188,0.8,0.52,1
15.0,1889,0.13,0.98,0
19.4,3136,0.11,0.06,1
8.9,7477,0.92,0.58,1
14.7,7698,0.75,0.35,1
10.5,4938,0.59,0.84,0
20.0,5972,0.77,0.36,1
6.4,3753,0.43,0.26,1
11.2,4399,0.76,0.86,0
15.9,9368,0.37,0.37,1
21.8,1073,0.24,0.02,1
13.7,7183,0.73,0.39,1
11.2,5594,0.42,0.65,0
23.4,9591,0.98,0.25,1
6.8,3506,0.35,0.43,0
3.0,5250,0.92,0.06,1
16.2,9450,0.93,0.59,1
11.5,3229,0.24,0.76,0
8.9,204,0.8,0.41,1
17.5,7533,0.43,0.42,0
15.2,7789,0.92,0.09,1
11.2,3667,0.45,0.2,1
7.6,4448,0.74,0.15,1
18.4,4490,0.47,0.48,0
17.3,6911,0.23,0.53,0
13.5,1281,0.2,0.95,0
23.2,4744,0.43,0.07,1
8.6,5973,0.76,0.6,1
6.4,4494,0.61,0.53,0
10.5,3634,0.69,0.52,0
13.8,5944,0.28,0.87,0
15.2,6039,0.48,0.21,1
12.8,6575,0.04,0.04,1
15.8,1874,0.82,0.67,1
7.7,8383,0.99,0.35,1
21.2,546,0.41,0.02,1
13.6,208,0.01,0.25,1
19.6,3339,0.17,0.31,0
15.7,6031,0.65,0.62,1
16.3,4153,0.61,0.17,1
16.8,4637,0.79,0.41,1
16.2,6461,0.25,0.48,0
17.2,1345,0.76,0.46,1
20.6,2820,0.69,0.97,0
15.0,8569,0.32,0.05,1
17.5,7841,0.55,0.95,0
13.6,5205,0.15,0.58,0
21.2,3022,0.45,0.8,0
10.6,2613,0.88,0.43,1
23.0,9130,0.42,0.45,1
13.8,2901,0.84,0.88,0
6.8,7081,0.59,0.9,0
14.6,8321,0.19,0.24,1
10.6,6602,0.58,0.2,1
18.2,6138,0.51,0.5,1
10.7,6329,0.4,0.9,0
11.8,9549,0.12,0.32,0
4.6,464,0.42,0.65,0
11.7,1900,0.07,0.71,0
1.9,6058,0.1,0.78,0
6.1,9196,0.42,0.56,0
17.8,7536,0.31,0.4,0
17.9,4893,0.93,0.97,0
16.1,8260,0.38,0.61,0
9.2,279,0.76,0.73,0
13.8,3973,0.53,0.34,1
14.0,4060,0.7,0.67,1
8.2,1286,0.26,0.26,1
21.5,873,0.94,0.25,1
18.4,4560,0.53,0.71,1
12.9,452,0.83,0.52,1
14.1,7043,0.37,0.68,0
15.0,5302,0.1,0.27,0
3.8,5444,0.67,0.6,0
12.8,4607,0.01,0.44,0
10.6,4930,0.48,0.6,0
9.0,217,0.19,0.29,0
12.6,581,0.63,0.72,0
23.0,4387,0.98,0.81,0
17.2,6902,0.46,0.26,1
11.1,8398,0.82,0.3,1
16.9,4577,0.51,0.66,0
21.0,6633,0.5,0.7,0
18.6,343,0.93,0.7,1
14.3,7112,0.89,0.68,1
10.8,965,0.79,0.39,1
17.5,9853,0.3,0.39,0
16.0,5429,0.55,0.25,1
18.5,703,0.22,0.16,1
17.2,5856,0.44,0.69,0
19.2,4118,0.48,0.09,1
11.3,5292,0.83,0.94,0
20.6,2115,0.9,0.83,0
15.0,9950,0.41,0.86,0
24.4,3480,0.02,0.91,0
10.6,3870,0.86,0.41,0
22.7,5929,0.17,0.85,0
15.0,1713,0.62,0.16,1
10.7,1979,0.02,0.02,1
11.6,5472,0.4,0.78,0
12.4,4208,0.99,0.07,1
16.1,9391,0.1,0.99,0
16.6,9366,0.42,0.67,0
11.1,9078,0.31,0.75,0
13.9,248,0.91,0.25,1
24.7,1854,0.87,0.67,1
22.6,7478,0.24,0.04,1
16.2,6781,0.08,0.84,0
14.2,3856,0.63,0.17,1
14.6,9471,0.34,0.7,0
17.1,9216,0.67,0.22,1
8.9,5492,0.03,0.07,1
12.7,9895,0.13,0.48,0
5.7,3152,0.69,0.17,1
16.0,5792,0.21,0.73,0
17.2,4318,0.86,0.24,1
11.6,4903,0.06,0.34,0
21.9,2477,0.22,0.57,1
7.9,5186,1.0,0.28,1
6.7,3282,0.43,0.38,1
15.1,3260,0.7,0.82,0
19.2,6676,0.18,0.18,1
22.4,9003,0.61,0.08,1
11.7,2686,0.73,0.33,1
19.4,2748,0.31,0.42,0
13.8,7413,0.83,0.54,1
13.1,1817,0.6,0.37,1
18.4,5408,0.39,0.79,0
17.3,7507,0.56,0.04,1
6.1,970,0.58,0.43,0
21.4,3674,0.17,0.38,0
20.9,5927,0.4,0.65,0
10.9,8086,0.34,0.97,0
16.0,8562,0.4,0.51,0
16.5,9835,0.76,0.99,1
15.3,8841,0.48,0.3,1
11.2,5869,0.94,0.03,1
10.6,5833,0.29,0.17,1
13.9,3340,0.42,0.4,0
19.9,9654,0.79,0.32,1
16.7,4993,0.55,0.1,1
12.1,9576,0.55,0.43,1
17.9,986,0.05,0.34,0
-0.2,5954,0.4,0.12,0
19.7,5418,0.27,0.3,1
5.3,2358,1.0,0.89,0
12.2,4482,0.31,0.3,0
8.4,1885,0.88,0.71,0
7.5,7827,0.68,0.61,1
19.8,395,0.34,0.43,1
11.7,2697,0.54,0.24,1
15.7,780,0.84,0.37,1
13.8,4990,0.88,0.59,1
16.4,4398,0.16,0.35,0
14.4,424,0.34,0.21,0
7.6,8052,0.34,0.12,1
19.0,1086,0.04,0.88,0
11.5,3218,0.6,0.44,1
6.2,860,0.85,0.63,1
11.9,7858,0.38,0.49,0
21.5,9328,0.74,0.87,0
18.3,1006,0.63,0.55,1
12.3,5599,0.38,0.48,1
12.3,464,0.14,0.92,0
12.4,7869,0.71,0.72,1
24.4,3513,0.85,0.11,1
15.9,8127,0.69,0.18,1
16.2,8039,0.02,0.79,0
19.2,9361,0.22,0.84,0
15.2,3181,0.07,0.55,0
12.7,5548,0.57,0.55,0
13.0,3358,0.76,0.63,1
13.6,2207,0.11,0.44,1
13.8,8028,0.84,0.68,1
17.6,3033,0.56,0.11,1
14.3,2929,0.69,0.96,0
17.7,8733,0.97,0.75,0
13.6,5106,0.08,0.63,0
14.4,1659,0.9,0.32,1
4.0,1841,0.13,0.16,1
18.6,5930,0.39,0.41,1
15.7,7623,0.85,0.66,1
19.0,725,0.91,0.63,1
-0.5,1790,0.51,0.38,1
24.4,8382,0.59,0.61,0
13.3,6410,0.71,0.81,0
19.5,3106,0.83,0.03,1
8.8,4402,0.12,0.45,0
17.1,1188,0.81,0.76,0
8.7,6107,0.48,0.55,0
10.9,4711,0.45,0.65,1
23.6,9472,0.42,0.52,1
13.0,8028,0.51,0.99,0
15.1,4590,0.95,0.05,1
18.4,8478,0.55,0.49,1
16.5,1697,0.95,0.09,1
14.8,3847,0.18,0.16,1
15.8,2770,0.72,0.38,1
26.0,8531,0.81,0.16,1
13.7,2680,0.68,0.96,0
15.0,7532,0.61,0.95,0
19.3,8430,0.56,0.34,1
19.5,2606,0.86,0.64,0
19.9,4825,0.82,0.53,1
17.2,4400,0.12,0.82,0
8.3,8859,0.85,0.63,1
22.2,7102,0.41,0.0,1
8.3,9173,0.25,0.76,0
15.5,6231,0.87,0.75,0
10.2,8931,0.43,0.51,1
13.7,4637,0.81,0.9,0
15.6,2435,0.26,0.91,0
15.6,4421,0.0,0.52,0
16.1,3085,0.5,0.61,0
22.1,659,0.1,1.0,0
16.3,813,0.75,0.3,1
12.8,4693,0.28,0.32,0
18.8,4088,0.44,0.18,1
19.9,6303,0.09,0.9,0
7.9,356,0.29,0.74,0
17.0,8868,0.78,0.11,1
17.5,137,0.15,0.98,0
12.5,8752,0.65,0.73,0
20.9,9732,0.92,0.85,0
13.2,1932,0.68,0.05,1
14.6,7700,0.81,0.5,1
13.1,5267,0.11,0.7,0
14.1,532,0.25,0.54,0
8.5,4251,0.89,0.67,1
6.8,6511,0.72,0.82,0
22.0,1851,0.64,0.37,1
9.8,5097,0.66,0.85,0
9.0,5820,0.41,0.16,1
3.2,7716,0.04,0.27,0
10.8,356,0.78,0.04,1
7.4,771,0.68,0.36,1
22.2,589,0.47,0.38,0
19.0,6989,0.9,0.81,1
10.6,2196,0.34,0.65,0
25.3,1782,0.29,0.44,1
18.9,2560,0.87,0.65,1
12.4,4629,0.8,0.05,1
1.5,5221,0.51,0.18,1
25.5,2075,0.13,0.63,0
7.1,3316,0.22,0.64,0
5.8,9681,0.66,0.77,0
19.1,4615,0.39,0.4,1
26.2,5792,0.84,0.72,1
20.9,9876,0.95,0.68,1
16.8,5039,0.81,0.96,0
17.0,5663,0.38,0.22,1
18.3,3063,0.79,0.55,1
17.8,4629,0.35,0.6,0
15.4,6886,0.17,1.0,0
14.5,6300,0.03,0.2,0
13.7,1076,0.39,0.52,0
10.2,7445,0.9,0.35,1
12.6,145,0.24,0.53,1
5.5,1293,0.21,0.23,1
13.5,4612,0.97,0.05,1
9.1,5043,0.03,0.57,0
8.5,6382,0.79,0.34,1
14.9,346,0.32,0.18,1
21.0,3319,0.04,0.32,0
18.6,9083,0.92,0.05,1
6.1,736,0.14,0.95,0
9.1,3875,0.55,0.58,0
18.7,2521,0.27,0.81,0
9.1,9380,0.07,0.42,0
12.9,4283,0.05,0.9,0
16.8,812,0.12,0.48,0
9.2,5945,0.07,0.57,0
14.5,5423,0.76,0.49,1
7.3,6132,0.49,0.73,0
11.0,3744,0.34,0.57,1
15.6,7873,0.42,0.27,1
6.0,2208,0.93,0.15,1
16.2,3714,0.91,0.61,1
13.9,9534,0.72,0.49,1
16.8,7057,0.88,0.1,1
15.1,5379,0.32,0.4,1
20.8,4432,0.38,0.51,0
14.6,4000,0.61,0.83,0
11.9,8039,0.62,0.08,1
14.6,7063,0.48,0.35,1
16.7,4668,0.4,0.82,0
14.2,7938,0.99,0.65,1
14.2,1945,0.82,0.29,1
10.5,482,0.43,0.85,0
10.7,4212,0.73,0.49,1
7.0,7169,0.27,0.5,1
22.7,3910,0.1,0.98,0
7.8,1609,0.35,0.95,0
10.5,7673,0.4,0.36,1
10.4,1678,0.02,0.14,1
18.5,979,0.81,0.33,1
12.5,2262,0.36,0.03,1
20.2,9864,0.58,0.02,1
10.6,9940,0.07,0.4,0
15.4,7814,0.17,0.94,0
9.8,1459,0.89,0.87,0
24.7,4531,0.61,0.51,1
8.1,8248,0.95,0.57,1
15.5,4060,1.0,0.01,1
17.2,3911,0.37,0.22,1
16.1,4342,0.3,0.02,1
13.1,4317,0.86,0.75,0
13.4,180,1.0,0.15,1
14.2,2832,0.63,0.87,0
13.3,7933,0.8,0.64,1
18.8,2809,0.78,0.23,1
25.1,2522,0.36,0.16,1
11.2,3741,0.57,0.63,0
7.2,767,0.83,0.9,0
13.6,2596,0.69,0.72,1
26.9,3599,0.02,0.35,0
10.0,9736,0.34,0.59,0
22.2,9637,0.14,0.31,1
22.4,8180,0.23,1.0,0
11.2,6923,0.91,0.75,0
16.8,1289,0.04,0.61,0
22.1,6704,0.22,0.42,0
12.1,8750,0.31,0.62,0
13.0,9504,0.62,0.34,1
11.1,9203,0.53,0.03,1
8.9,1125,0.22,0.4,0
10.8,7885,0.16,0.93,0
7.9,171,0.24,0.63,0
14.2,5646,0.5,0.08,1
10.2,2785,0.27,0.88,0
15.2,9485,0.95,0.27,1
6.2,7472,0.46,0.24,1
15.7,1948,0.06,0.3,0
18.2,2122,0.73,0.58,1
4.0,6438,0.33,0.54,0
15.9,3841,0.65,0.49,0
20.1,1398,0.28,0.72,0
8.0,4202,0.57,0.32,1
22.4,1004,0.77,0.78,0
16.1,3126,0.93,0.18,1
10.5,6809,0.26,0.78,0
13.7,4811,0.33,0.66,0
16.8,8121,0.46,0.68,0
14.4,6069,0.93,0.48,1
16.7,2720,0.9,0.67,1
9.4,2746,0.09,0.08,1
14.8,4965,0.13,0.85,0
6.9,7445,0.5,0.06,1
13.4,2389,0.11,0.15,1
9.5,7470,0.35,0.58,0
10.3,3972,0.15,0.74,0
20.2,9777,0.64,0.08,1
19.5,7790,0.95,0.92,0
17.0,1540,1.0,0.97,1
8.5,865,0.38,0.61,1
12.4,4192,0.6,0.48,1
20.1,9441,0.86,0.74,0
14.7,2766,0.12,0.33,1
25.6,8755,0.69,0.49,1
16.0,6068,0.41,0.92,0
15.0,7741,0.21,0.96,0
12.5,2281,0.4,0.93,0
14.7,9934,0.08,0.26,0
13.2,3988,0.7,0.23,1
17.5,940,0.25,0.3,0
18.8,5999,0.31,0.44,1
10.1,4218,0.12,0.31,1
7.3,665,0.86,0.37,1
4.8,6105,0.49,0.62,1
16.5,9256,0.57,0.76,0
8.5,9287,0.57,0.74,0
3.2,7326,0.41,0.81,0
15.9,9479,0.19,0.03,1
26.5,5990,0.75,0.05,1
14.0,4411,0.13,0.79,0
18.2,7836,0.1,0.53,0
14.4,8948,0.71,0.58,0
13.5,3082,0.21,0.05,1
18.6,9405,0.31,0.26,0
12.5,6183,0.48,0.64,0
15.3,656,0.45,0.86,0
15.6,3119,0.71,0.92,0
10.7,2680,0.62,0.5,1
19.0,8246,0.64,0.55,1
13.1,8343,0.71,0.83,0
10.2,9653,0.29,0.54,0
16.7,9486,0.32,0.52,0
9.5,4119,0.44,0.91,0
14.1,3238,0.31,0.79,0
14.0,9940,0.98,0.91,0
19.4,771,0.81,0.22,1
16.4,877,0.16,0.52,0
13.9,5027,0.01,0.84,0
18.1,3122,0.04,0.11,1
21.0,1960,0.24,0.79,0
16.8,3239,0.11,0.18,1
14.1,1174,0.53,0.81,0
7.4,9575,0.86,0.61,1
8.7,6863,0.74,0.19,1
12.5,2086,0.22,0.47,0
11.0,9293,0.4,0.68,0
13.1,6427,0.51,0.63,0
14.3,1146,0.81,0.43,1
16.6,2276,0.84,0.9,0
13.6,2438,0.91,0.52,1
16.4,600,0.51,0.51,0
14.3,2333,0.69,0.06,1
4.1,4708,0.11,0.92,0
9.3,7334,0.57,0.18,1
13.3,8072,0.25,0.53,0
8.0,6710,0.43,0.8,0
17.0,700,0.63,0.22,1
21.7,4384,0.26,0.53,0
20.1,9280,0.05,0.24,0
12.9,4583,0.01,0.76,0
21.5,6001,0.02,0.56,0
14.7,6229,0.01,0.86,0
12.3,1854,0.11,0.89,0
10.9,2564,0.24,0.65,0
12.5,4582,0.22,0.73,0
12.1,9786,0.99,0.55,1
14.9,9144,0.31,0.38,1
14.8,7500,0.13,0.65,0
14.0,6906,0.55,0.91,0
16.2,8743,0.86,0.42,1
20.0,7496,0.68,0.31,1
18.7,7438,0.3,0.39,0
6.6,5341,0.56,0.44,1
1.2,7494,0.71,0.07,1
18.7,6537,0.73,0.5,1
7.2,4795,0.67,0.49,1
12.9,2688,0.87,0.59,0
8.1,1882,0.87,0.36,1
5.0,6047,0.58,0.61,0
16.7,6694,0.43,0.88,0
17.8,3620,0.64,0.96,0
11.1,3318,0.82,0.58,1
1.0,3857,0.01,0.04,1
11.3,4116,0.99,0.97,0
16.0,2937,0.18,0.71,0
6.6,6100,0.47,0.34,1
14.9,7134,0.87,0.15,1
13.9,7409,0.23,0.14,0
16.9,4339,0.48,0.17,1
14.6,4528,0.13,0.05,1
9.1,9711,0.4,0.9,0
20.0,4250,0.18,0.54,0
13.2,9622,0.36,0.7,0
13.9,1546,0.37,0.83,0
9.3,9732,0.99,0.79,0
11.8,6568,0.99,0.88,1
9.6,5890,0.11,0.97,0
13.1,4275,0.73,0.44,1
22.6,5180,0.05,0.95,0
7.1,964,0.03,0.72,0
5.9,6960,0.11,0.07,1
21.4,8763,0.97,0.68,0
13.0,6317,0.94,0.69,0
10.7,5772,0.19,0.91,0
19.2,1602,0.16,0.37,0
11.0,4784,0.24,0.58,0
23.1,1510,0.52,0.01,1
17.4,3870,0.57,0.33,1
11.6,4759,0.22,0.06,1
24.8,4101,0.76,0.52,1
11.0,3583,0.31,0.82,0
17.7,4662,0.92,0.21,1
15.5,698,0.66,0.53,1
20.5,9283,0.44,0.2,1
21.8,3141,0.79,0.12,1
14.2,8260,0.82,0.51,1
10.2,6491,0.29,0.08,1
16.3,7387,0.34,0.59,0
10.6,166,0.94,0.03,1
24.1,8223,0.16,0.11,1
14.7,2850,0.04,0.55,0
12.2,8761,0.45,0.59,0
14.9,6906,0.8,0.03,1
7.3,6529,0.77,0.57,1
9.1,8223,0.92,0.84,1
20.0,1731,0.53,0.72,0
10.7,6552,0.1,0.13,1
8.8,874,0.59,0.59,0
16.7,6207,0.78,0.67,1
19.9,7904,0.09,0.04,1
17.6,9778,0.17,0.86,0
19.0,4119,0.01,0.91,0
10.2,1029,0.59,0.85,0
6.9,3112,0.89,0.82,0
21.5,5124,0.67,0.74,1
12.4,6364,0.98,0.63,0
12.7,8073,0.06,0.68,0
20.6,9797,0.9,0.81,0
16.8,4829,0.81,0.66,1
16.3,8061,0.31,0.33,1
24.8,2919,0.97,0.38,1
10.8,6755,0.29,0.9,0
18.6,1284,0.89,0.02,1
14.3,8580,0.88,0.7,1
15.3,6443,0.76,0.95,0
21.6,627,0.56,0.71,0
16.5,1016,0.12,0.99,0
16.7,3674,0.53,0.69,0
19.4,3419,0.36,0.03,1
12.2,1506,0.79,0.83,0
9.8,1341,0.76,0.28,1
8.8,5306,0.91,0.45,1
4.2,7349,0.01,0.31,0
24.3,3233,0.81,0.27,1
8.5,898,0.94,0.43,1
12.9,1623,0.79,0.38,1
12.6,7309,0.13,0.63,0
15.5,5028,0.08,0.81,0
18.1,2988,0.02,0.3,0
18.3,2790,0.63,0.21,1
11.1,4191,0.63,0.67,0
13.2,7382,0.99,0.67,1
15.4,9533,0.4,0.9,0
12.8,6349,0.33,0.02,1
22.0,790,0.62,0.85,1
16.5,8819,0.83,0.52,1
17.7,1595,0.94,0.62,1
17.3,992,0.8,0.09,1
19.9,8678,0.43,0.43,1
14.9,9541,0.63,0.23,1
7.5,5973,0.86,0.25,1
16.0,4603,0.49,0.5,1
10.7,997,0.22,0.81,0
11.4,810,0.17,0.74,0
16.9,3795,0.0,0.59,0
20.2,2786,0.72,0.54,1
14.1,7288,0.11,0.43,0
15.5,5878,0.24,0.97,0
22.5,7868,0.3,0.56,0
15.2,5113,0.56,0.25,1
27.0,4612,0.4,0.23,0
16.8,515,0.67,0.61,1
5.2,9763,0.06,0.52,0
17.8,4280,0.12,0.01,1
15.9,4362,0.5,0.83,0
20.4,2615,0.34,0.7,0
17.4,9387,0.3,0.66,0
13.3,9101,0.07,0.07,1
7.9,5740,0.9,0.36,1
13.0,6716,0.69,0.94,0
9.7,1092,0.12,0.86,0
11.1,9573,0.07,0.29,1
16.9,4470,0.97,0.16,1
22.3,1873,0.68,0.45,1
16.0,3661,0.42,0.36,1
8.0,3916,0.7,0.68,0
16.2,6733,0.76,0.97,1
20.0,1856,0.78,0.36,1
11.0,2473,0.48,0.06,1
13.3,2676,0.43,0.9,0
14.1,9183,0.01,0.04,1
10.1,4284,0.93,0.95,1
17.2,8999,0.6,0.66,0
13.4,2497,0.2,0.94,0
16.1,6069,0.92,0.2,1
9.6,4635,0.91,0.04,1
11.8,6983,0.99,0.49,1
17.6,8227,0.87,0.45,1
12.1,9268,1.0,0.33,1
22.6,834,0.24,0.96,0
12.0,732,0.84,0.82,1
15.1,4368,0.82,0.66,1
18.7,4199,0.23,0.16,1
6.9,3001,0.1,0.73,0
5.2,1763,0.98,0.73,1
6.4,5691,0.3,0.43,0
20.3,3972,0.87,0.92,0
11.2,1154,0.0,0.17,1
26.8,8672,0.02,0.27,0
11.2,3182,0.47,0.06,1
14.9,8107,0.24,0.8,0
21.7,9884,0.69,0.62,0
24.0,4361,0.57,0.31,1
24.3,2489,0.08,0.16,1
20.0,3653,0.16,0.04,1
19.1,5238,0.39,0.17,1
17.0,9499,0.19,0.45,0
17.9,644,0.79,0.25,1
11.2,3763,0.42,0.26,1
9.9,2339,0.09,0.88,0
14.0,3873,0.48,0.52,1
13.1,2727,0.09,0.73,0
11.7,6718,0.13,0.04,1
17.5,6880,0.24,0.37,1
18.8,8115,0.86,0.48,1
14.4,3230,0.92,0.19,1
21.4,196,0.83,0.12,1
8.3,3958,0.33,0.87,0
13.0,2808,0.27,0.94,0
10.4,5497,0.55,0.08,1
4.7,6252,0.72,0.35,1
13.6,556,0.99,0.96,0
13.4,6014,0.13,0.08,1
21.6,4468,0.05,0.64,0
17.2,4188,0.69,0.97,0
8.9,9323,0.83,0.98,0
23.3,8499,0.85,0.47,1
20.1,2037,0.68,0.16,1
16.9,1246,0.95,0.2,1
12.9,5252,0.51,0.89,0
9.2,4399,0.91,0.91,0
12.1,8218,0.97,0.61,1
19.4,8734,0.85,0.77,0
23.4,7859,0.31,0.74,0
21.7,8053,0.2,0.66,0
11.6,4884,0.55,0.83,0
8.4,9124,0.45,0.69,0
14.7,1561,0.88,0.53,1
5.2,1259,0.1,0.24,1
15.6,486,0.26,0.74,0
13.3,7292,0.75,0.47,1
11.7,4875,0.09,0.29,0
6.0,3509,0.32,0.8,0
16.6,789,0.39,0.7,0
11.3,7128,0.62,0.94,0
8.2,7362,0.16,0.17,1
-0.4,5764,0.86,0.65,1
13.9,6866,0.45,0.24,1
22.9,9461,0.92,0.9,1
22.3,1052,0.47,0.1,1
11.7,6242,0.28,0.66,0
11.0,6067,0.14,0.79,0
16.3,7305,0.0,0.35,0
9.0,2584,0.53,0.95,0
15.5,1954,0.11,0.85,0
17.8,3331,0.39,0.29,0
20.1,2697,0.59,0.01,1
13.5,7929,0.28,0.3,1
13.0,8286,0.18,0.28,1
9.6,4083,0.77,0.89,0
9.9,7063,0.95,0.97,0
12.9,6784,0.1,0.07,0
15.8,756,0.16,0.47,0
18.6,7843,0.96,0.55,1
10.0,6939,0.04,0.09,1
21.5,6412,0.98,0.38,1
12.6,8038,0.0,0.32,0
13.9,6276,0.87,0.54,1
10.3,3385,0.31,0.66,0
1.9,9877,0.94,0.7,0
18.4,5659,0.32,0.14,1
17.7,3663,0.65,0.81,0
12.6,4684,0.08,0.68,0
14.3,4917,0.24,0.89,0
16.6,5141,0.77,0.45,0
6.2,6282,0.53,0.89,0
11.4,8126,0.93,0.87,1
18.0,3344,0.43,0.44,0
7.7,1140,0.87,0.38,1
15.5,2373,0.45,0.93,0
7.2,3729,0.98,0.72,0
16.3,2214,0.96,0.93,1
13.8,7464,0.33,0.8,0
5.9,1777,0.89,0.61,1
19.8,3194,0.85,0.12,1
10.3,9290,0.21,0.29,1
9.9,5973,0.62,0.97,0
15.0,2384,0.07,0.32,0
19.7,5152,0.84,0.09,1
8.9,7162,0.17,0.71,0
14.3,1689,0.07,0.73,0
16.1,9453,0.4,0.29,1
17.5,2620,0.58,0.3,1
14.9,4748,0.85,0.47,1
12.2,5829,0.97,0.02,1
9.9,794,0.44,0.79,0
14.4,7907,0.06,0.32,1
8.6,3783,0.75,0.85,0
-0.6,6804,0.57,0.8,0
16.2,7468,0.45,0.66,0
18.5,2071,0.31,0.32,1
2.2,9795,0.5,0.52,1
9.0,8155,0.34,0.44,1
17.1,4318,0.76,0.34,1
24.3,1968,0.54,0.85,0
14.1,1771,0.88,0.48,1
10.4,9374,0.54,0.83,0
13.1,1828,0.24,0.11,1
20.9,7732,0.85,0.14,1
10.8,6503,0.56,0.98,0
10.0,6192,0.21,0.59,0
11.6,2242,0.62,0.51,0
9.2,9440,0.36,0.52,1
14.6,6284,0.84,0.22,1
22.1,6110,0.45,0.72,0
15.6,353,0.73,0.08,1
12.7,4202,0.1,0.57,0
12.5,3642,0.4,0.57,0
6.2,2875,0.98,0.91,1
18.4,7778,0.81,0.53,1
13.6,6312,0.16,0.14,1
13.1,4737,0.28,0.57,0
30.0,6134,0.33,0.09,0
15.5,8557,0.65,0.2,1
10.2,6576,0.76,0.03,1
11.9,3248,0.75,0.51,1
19.7,3459,0.51,0.08,1
14.6,1104,0.81,0.47,1
6.8,4817,0.44,0.93,0
18.6,3371,0.12,0.72,0
10.7,309,0.56,0.08,1
23.4,9179,0.95,0.22,1
19.4,5639,0.79,0.67,1
11.8,253,0.58,0.89,0
20.4,3693,0.65,0.03,1
14.3,8706,0.93,0.81,1
18.3,1384,0.43,0.56,0
16.4,3248,0.33,0.55,1
9.8,868,0.98,0.96,0
10.8,9274,0.86,0.75,1
19.1,5707,0.32,0.85,0
12.3,3302,0.46,0.35,1
12.0,2887,0.42,0.55,0
9.2,2310,0.15,0.62,0
16.1,9330,0.96,0.32,1
24.3,7499,0.4,0.57,0
8.7,6438,0.88,0.24,1
14.1,8833,0.19,0.14,1
21.1,458,0.55,0.37,1
13.6,949,0.02,0.74,0
16.3,7598,0.76,0.92,0
8.7,4622,0.58,0.46,1
16.1,2644,0.63,0.64,0
13.1,1931,0.05,0.1,1
18.9,1572,0.21,0.9,0
19.9,9728,0.07,0.57,0
26.9,429,0.29,0.78,0
